province_clean,zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin
inner mongolia,inner mongolia,hure banner,inner mongolia指内蒙古自治区，无需修改。hure banner指内蒙古自治区的乌拉特后旗，乌拉特后旗是县级行政区，所属地级行政区是巴彦淖尔市，全称巴彦淖尔市，简称巴彦淖尔。乌拉特后旗全称乌拉特后旗，简称后旗,内蒙古自治区,巴彦淖尔市,巴彦淖尔,乌拉特后旗,后旗,,neimengguzizhiqu,bayannaoershi,bayannaoer,wulatehouqi,houqi,内蒙古自治区,内蒙古,巴彦淖尔市,巴彦淖尔,bayannaoershi,Bayan Nur,Inner Mongolia
xinjiang,xinjiang uygur,tiemenguan city,xinjiang uygur指新疆维吾尔自治区，无需修改。tiemenguan city指新疆维吾尔自治区的铁门关市，铁门关市是县级市，所属地级行政区是巴音郭楞蒙古自治州，全称巴音郭楞蒙古自治州，简称巴州。铁门关市全称铁门关市，简称铁门关，填充到区。,新疆维吾尔自治区,巴音郭楞蒙古自治州,巴州,铁门关市,铁门关,,xin jiang wei wu er zi zhi qu,ba yin guo leng meng gu zi zhi zhou,ba zhou,tie men guan shi,tie men guan,新疆维吾尔自治区,新疆,巴音郭楞蒙古自治州,巴音郭楞,bayinguolengmengguzizhizhou,Bayingol,Xinjiang
beijing,beijing,beijing,beijing指北京，是直辖市，既是省也是市，全称北京市，简称北京。无需修改输入的市和区，区填充为null。,北京,北京市,北京,null,null,北京拼音beijing，北京市拼音beijingshi，北京拼音beijing，null非中文返回null，null非中文返回null,beijing,beijingshi,beijing,null,null,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,chaowai subdistrict,beijing指北京，无需修改。chaowai subdistrict指北京的朝阳区，所属地级行政是北京市，全称北京市，简称北京。朝阳区全称朝阳区，简称朝阳,北京,北京市,北京,朝阳区,朝阳,,beijing,beijingshi,beijing,chaoyangqu,chaoyang,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,fengtai subdistrict,beijing指北京，无需修改。fengtai subdistrict指北京的丰台区，所属地级行政是北京市，全称北京市，简称北京。丰台区全称丰台区，简称丰台,北京,北京市,北京,丰台区,丰台,,beijing,beijingshi,beijing,fengtaiqu,fengtai,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,tong xian,beijing指北京，无需修改。tong xian指北京的通州区，所属地级行政区是北京市，全称北京市，简称北京。通州区全称通州区，简称通州,北京,北京市,北京,通州区,通州,,beijing,beijingshi,beijing,tongzhouqu,tongzhou,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,fangshan district,beijing指北京，无需修改。fangshan district指北京的房山区，全称房山区，简称房山,北京,北京市,北京,房山区,房山,,beijing,beijing shi,beijing,fangshanqu,fangshan,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,chaoyang district,beijing指北京市，无需修改。chaoyang district指北京市的朝阳区，朝阳区是北京市的市辖区，全称朝阳区，简称朝阳,北京,北京市,北京,朝阳区,朝阳,,beijing,beijingshi,beijing,chaoyangqu,chaoyang,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijingshi,beijing,dongcheng district,beijing指北京市，全称北京市，简称北京。dongcheng district指北京市东城区，全称东城区，简称东城,北京市,北京市,北京,东城区,东城,,beijing shi,beijing shi,beijing,dongchengqu,dongcheng,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,shengli subdistrict,beijing指北京，无需修改。shengli subdistrict指北京西城区的胜利街道，所属地级行政是北京市，全称北京市，简称北京。胜利街道所在区是西城区，全称西城区，简称西城,北京,北京市,北京,西城区,西城,,beijing,beijingshi,beijing,xichengqu,xicheng,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,sanlitun,beijing指北京，无需修改。sanlitun指北京朝阳区的三里屯街道，所属地级行政区是北京市，全称北京市，简称北京。三里屯街道所在的朝阳区，全称朝阳区，简称朝阳,北京,北京市,北京,朝阳区,朝阳,,beijing,beijingshi,beijing,chaoyangqu,chaoyang,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,xingfeng subdistrict,beijing指北京，无需修改。xingfeng subdistrict指北京大兴区的兴丰街道，所属地级行政区是北京市，全称北京市，简称北京。兴丰街道所在的大兴区，全称大兴区，简称大兴,北京,北京市,北京,大兴区,大兴,,beijing,beijingshi,beijing,daxingqu,daxing,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
beijing,beijing,longshan subdistrict,beijing指北京，无需修改。longshan subdistrict指北京的龙泽园街道（原龙山街道已撤并），所属地级行政区就是北京市，全称北京市，简称北京。龙泽园街道全称龙泽园街道，简称龙泽园，填充到区。,北京,北京市,北京,龙泽园街道,龙泽园,,beijing,beijingshi,beijing,longzeyuanjiedao,longzeyuan,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing
liaoning,liaoning,huanren manzu aut county,liaoning指辽宁，无需修改。huanren manzu aut county指辽宁本溪市的桓仁满族自治县，所属地级行政是本溪市，全称本溪市，简称本溪。桓仁满族自治县全称桓仁满族自治县，简称桓仁,辽宁,本溪市,本溪,桓仁满族自治县,桓仁,辽宁拼音liaoning，本溪市拼音benxishi，本溪拼音benxi，桓仁满族自治县拼音huanrenmanzuzizhixian，桓仁拼音huanren,liaoning,benxishi,benxi,huanrenmanzuzizhixian,huanren,辽宁省,辽宁,本溪市,本溪,benxishi,Benxi,Liaoning
liaoning,liaoning,benxi manzu aut county,liaoning指辽宁，无需修改。benxi manzu aut county指辽宁的本溪满族自治县，所属地级行政是本溪市，全称本溪市，简称本溪。本溪满族自治县全称本溪满族自治县，简称本溪,辽宁,本溪市,本溪,本溪满族自治县,本溪,,liaoning,benxishi,benxi,benxi manzu zizhi xian,benxi,辽宁省,辽宁,本溪市,本溪,benxishi,Benxi,Liaoning
liaoning,liaoning,huanren manchu autonomous county,liaoning指辽宁，无需修改。huanren manchu autonomous county指辽宁本溪的桓仁满族自治县，所属地级行政区是本溪市，全称本溪市，简称本溪。桓仁满族自治县全称桓仁满族自治县，简称桓仁,辽宁,本溪市,本溪,桓仁满族自治县,桓仁,,liaoning,benxishi,benxi,huanrenmanzuzi zhixian,huanren,辽宁省,辽宁,本溪市,本溪,benxishi,Benxi,Liaoning
guizhou,guizhou,hongguo subdistrict,guizhou指贵州，无需修改。hongguo subdistrict指贵州毕节市的洪南路街道，所属地级行政区是毕节市，全称毕节市，简称毕节。洪南路街道全称洪南路街道，简称洪南路，将原输入的hongguo subdistrict按规则处理为hongguo，填充到区。,贵州,毕节市,毕节,hongguo,hongguo,,guizhou,bijieshi,bijie,null,null,贵州省,贵州,毕节市,毕节,bijieshi,Bijie,Guizhou
jilin,jilin,lüyuan district,jilin指吉林，符合格式无需修改。lüyuan district在吉林指长春市的绿园区，所属地级行政区是长春市，全称长春市，简称长春。绿园区全称绿园区，简称绿园。,吉林,长春市,长春,绿园区,绿园,吉林拼音jilin，长春市拼音changchunshi，长春拼音changchun，绿园区拼音lvyuanqu，绿园拼音lvyuan,jilin,changchunshi,changchun,lvyuanqu,lvyuan,吉林省,吉林,长春市,长春,changchunshi,Changchun,Jilin
xinjiang,xinjiang uygur,jimsar county,xinjiang uygur指新疆维吾尔自治区，无需修改。jimsar county指新疆的吉木萨尔县，吉木萨尔县是县级行政区，所属地级行政区是昌吉回族自治州，全称昌吉回族自治州，简称昌吉。吉木萨尔县全称吉木萨尔县，简称吉木萨尔，填充到区。,新疆维吾尔自治区,昌吉回族自治州,昌吉,吉木萨尔县,吉木萨尔,,xinjiangweiwu erzizhiqu,changjihuizuzi zhizhou,changji,jimusaerxian,jimusaer,新疆维吾尔自治区,新疆,昌吉回族自治州,昌吉,changjihuizuzizhizhou,Changji,Xinjiang
xinjiang,xinjiang uygur,manas county,xinjiang uygur指新疆维吾尔自治区，全称应改为新疆维吾尔自治区，简称新疆。manas county指新疆的玛纳斯县，所属地级行政是昌吉回族自治州，全称昌吉回族自治州，简称昌吉。玛纳斯县全称玛纳斯县，简称玛纳斯,新疆维吾尔自治区,昌吉回族自治州,昌吉,玛纳斯县,玛纳斯,,xinjiangweiwuerzizhiqu,changjihuizuzizhizhou,changji,manasixian,manasi,新疆维吾尔自治区,新疆,昌吉回族自治州,昌吉,changjihuizuzizhizhou,Changji,Xinjiang
hunan,hunan,yuhua district,hunan指湖南，无需修改。yuhua district指湖南长沙市的雨花区，全称长沙市，简称长沙。雨花区全称雨花区，简称雨花,湖南,长沙市,长沙,雨花区,雨花,,hun an,changshaishi,changsha,yuhuaqu,yuhua,湖南省,湖南,长沙市,长沙,changshashi,Changsha,Hunan
shanxi,shanxi,shangdang district,shanxi指山西，符合格式无需修改。shangdang district指山西的上党区，上党区是县级行政单位，所属地级行政区是长治市，全称长治市，简称长治。上党区全称上党区，简称上党，填充到区。,山西,长治市,长治,上党区,上党,,shanxi,changzhishi,changzhi,shangdangqu,shangdang,山西省,山西,长治市,长治,changzhishi,Changzhi,Shanxi
jiangsu,jiangsu,liyang,jiangsu指江苏，无需修改。liyang指江苏的溧阳市，溧阳市是县级市，所属地级行政区是常州市，全称常州市，简称常州。溧阳市全称溧阳市，简称溧阳，填充到区。,江苏,常州市,常州,溧阳市,溧阳,,jiangsu,changzhoushi,changzhou,liyangshi,liyang,江苏省,江苏,常州市,常州,changzhoushi,Changzhou,Jiangsu
hebei,hebei,fengning manzu aut county,hebei指河北，无需修改。fengning manzu aut county指河北的丰宁满族自治县，所属地级行政区是承德市，全称承德市，简称承德。丰宁满族自治县全称丰宁满族自治县，简称丰宁，填充到区。,河北,承德市,承德,丰宁满族自治县,丰宁,河北拼音hebei，承德市拼音chengdeshi，承德拼音chengde，丰宁满族自治县拼音fengningmanzuzizhixian，丰宁拼音fengning,hebei,chengdeshi,chengde,fengningmanzuzizhixian,fengning,河北省,河北,承德市,承德,chengdeshi,Chengde,Hebei
hebei,hebei,weichang manchu and mongol autonomous co,hebei指河北，无需修改。weichang manchu and mongol autonomous co指河北承德市的围场满族蒙古族自治县，承德市是地级行政区，全称承德市，简称承德。围场满族蒙古族自治县的全称是围场满族蒙古族自治县，简称围场，填充到区。,河北,承德市,承德,围场满族蒙古族自治县,围场,河北拼音hebei，承德市拼音chengdeshi，承德拼音chengde，围场满族蒙古族自治县拼音weichangmanzumengguzuzhixian，围场拼音weichang,hebei,chengdeshi,chengde,weichangmanzumengguzuzhixian,weichang,河北省,河北,承德市,承德,chengdeshi,Chengde,Hebei
hebei,hebei,weichang manzu mongolzu aut county,hebei指河北，无需修改。weichang manzu mongolzu aut county指河北的围场满族蒙古族自治县，所属地级行政区是承德市，全称承德市，简称承德。围场满族蒙古族自治县全称围场满族蒙古族自治县，简称围场,河北,承德市,承德,围场满族蒙古族自治县,围场,,hebei,chengdeshi,chengde,weichang manzu mengguzu zizhi xian,weichang,河北省,河北,承德市,承德,chengdeshi,Chengde,Hebei
hebei,hebei,kuancheng manchu autonomous county,hebei指河北，无需修改。kuancheng manchu autonomous county指河北的宽城满族自治县，宽城满族自治县是县级行政区，所属地级行政区是承德市，全称承德市，简称承德。宽城满族自治县全称宽城满族自治县，简称宽城，填充到区。,河北,承德市,承德,宽城满族自治县,宽城,,hebei,chengdeshi,chengde,kuanchengmanzuzi zhixian,kuancheng,河北省,河北,承德市,承德,chengdeshi,Chengde,Hebei
sichuan,sichuan,dujiangyan city,sichuan指四川，无需修改。dujiangyan city指四川成都市的都江堰市，成都市是地级行政区，全称成都市，简称成都。都江堰市的全称是都江堰市，简称都江堰，填充到区。,四川,成都市,成都,都江堰市,都江堰,四川拼音sichuan，成都市拼音chengdushi，成都拼音chengdu，都江堰市拼音dujiangyanshi，都江堰拼音dujiangyan,sichuan,chengdushi,chengdu,dujiangyanshi,dujiangyan,四川省,四川,成都市,成都,chengdoushi,Chengdu,Sichuan
sichuan,sichuan,chengdu,sichuan指四川，无需修改。chengdu指四川的成都市，成都市是地级行政区，全称成都市，简称成都。输入没有提供地区名，填充为null。,四川,成都市,成都,null,null,,sichuan,chengdushi,chengdu,null,null,四川省,四川,成都市,成都,chengdoushi,Chengdu,Sichuan
sichuan,sichuan,wuhou district,sichuan指四川，无需修改。wuhou district指四川成都的武侯区，所属地级行政是成都市，全称成都市，简称成都。武侯区全称武侯区，简称武侯,四川,成都市,成都,武侯区,武侯,,sichuan,chengdoushi,chengdu,wuhouqu,wuhou,四川省,四川,成都市,成都,chengdoushi,Chengdu,Sichuan
inner mongolia,inner mongolia,bairin left banner,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。bairin left banner指内蒙古自治区赤峰市的巴林左旗，赤峰市是地级行政区，全称赤峰市，简称赤峰。巴林左旗全称巴林左旗，简称左旗,内蒙古自治区,赤峰市,赤峰,巴林左旗,左旗,内蒙古自治区拼音neimengguzizhiqu，赤峰市拼音chifengshi，赤峰拼音chifeng，巴林左旗拼音balinzuoqi，左旗拼音zuoqi,neimengguzizhiqu,chifengshi,chifeng,balinzuoqi,zuoqi,内蒙古自治区,内蒙古,赤峰市,赤峰,chifengshi,Chifeng,Inner Mongolia
inner mongolia,inner mongolia,ar horqin qi,inner mongolia指内蒙古自治区，无需修改。ar horqin qi指内蒙古自治区的阿鲁科尔沁旗，阿鲁科尔沁旗是县级行政区，所属地级行政区是赤峰市，全称赤峰市，简称赤峰。阿鲁科尔沁旗全称阿鲁科尔沁旗，简称阿旗,内蒙古自治区,赤峰市,赤峰,阿鲁科尔沁旗,阿旗,,neimengguzizhiqu,chifengshi,chifeng,alukerqinqi,aqi,内蒙古自治区,内蒙古,赤峰市,赤峰,chifengshi,Chifeng,Inner Mongolia
inner mongolia,inner mongolia,hexigten qi,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。hexigten qi指内蒙古的克什克腾旗，克什克腾旗是县级行政区，所属地级行政区是赤峰市，赤峰市全称赤峰市，简称赤峰。克什克腾旗全称克什克腾旗，简称克旗,内蒙古,赤峰市,赤峰,克什克腾旗,克旗,,neimenggu,chifengshi,chifeng,keshi ketengqi,keqi,内蒙古自治区,内蒙古,赤峰市,赤峰,chifengshi,Chifeng,Inner Mongolia
inner mongolia,inner mongolia,bairin youqi,inner mongolia指内蒙古自治区，无需修改。bairin youqi指内蒙古的巴林右旗，巴林右旗是县级行政区，所属地级行政区是赤峰市，全称赤峰市，简称赤峰。巴林右旗全称巴林右旗，简称右旗,内蒙古自治区,赤峰市,赤峰,巴林右旗,右旗,,neimenggu zizhiqu,chifeng shi,chifeng,baling youqi,youqi,内蒙古自治区,内蒙古,赤峰市,赤峰,chifengshi,Chifeng,Inner Mongolia
yun'nan,yunnan,yaoan county,yunnan指云南，无需修改。yaoan county指云南楚雄彝族自治州的姚安县，所属地级行政是楚雄彝族自治州，全称楚雄彝族自治州，简称楚雄。姚安县全称姚安县，简称姚安。,云南,楚雄彝族自治州,楚雄,姚安县,姚安,,yun'nan,chuxiong yizu zizhizhou,chuxiong,yao'anxian,yao'an,云南省,云南,楚雄彝族自治州,楚雄,chuxiongyizuzizhizhou,Chuxiong,Yunnan
yunnan,yunnan,luchuan yizu miaozu aut county,yunnan指云南，无需修改。luchuan yizu miaozu aut county指云南楚雄彝族自治州的禄丰市，全称楚雄彝族自治州，简称楚雄。禄丰市全称禄丰市，简称禄丰,云南,楚雄彝族自治州,楚雄,禄丰市,禄丰,,yun nan,chuxiong yizu zizhizhou,chuxiong,lufengshi,lufeng,云南省,云南,楚雄彝族自治州,楚雄,chuxiongyizuzizhizhou,Chuxiong,Yunnan
anhui,anhui,lai an county,anhui指安徽，无需修改。lai an county指安徽滁州的来安县，所属地级行政区是滁州市，全称滁州市，简称滁州。来安县全称来安县，简称来安,安徽,滁州市,滁州,来安县,来安,,anhui,chuzhoushi,chuzhou,laianxian,laian,安徽省,安徽,滁州市,滁州,chuzhoushi,Chuzhou,Anhui
liaoning,liaoning,lüshunkou district,liaoning指辽宁，无需修改。lüshunkou district指辽宁大连的旅顺口区，所属地级行政是大连市，全称大连市，简称大连。旅顺口区全称旅顺口区，简称旅顺,辽宁,大连市,大连,旅顺口区,旅顺,,liaoning,dalianshi,dalian,lvshunkouqu,lvshun,辽宁省,辽宁,大连市,大连,dalianshi,Dalian,Liaoning
liaoning,liaoning,lüshun,liaoning指辽宁，无需修改。lüshun指辽宁的旅顺口区，所属地级行政是大连市，全称大连市，简称大连。旅顺口区全称旅顺口区，简称旅顺,辽宁,大连市,大连,旅顺口区,旅顺,,liaoning,dalianshi,dalian,lvshunkouqu,lvshun,辽宁省,辽宁,大连市,大连,dalianshi,Dalian,Liaoning
liaoning,liaoning,ganjingzi district,liaoning指辽宁，无需修改。ganjingzi district指辽宁大连市的甘井子区，全称大连市，简称大连。甘井子区全称甘井子区，简称甘井子,辽宁,大连市,大连,甘井子区,甘井子,,liao ning,dalian shi,dalian,ganjingziqu,ganjingzi,辽宁省,辽宁,大连市,大连,dalianshi,Dalian,Liaoning
heilongjiang,heilongjiang,dorbod mongolzu aut county,heilongjiang指黑龙江，无需修改。dorbod mongolzu aut county指黑龙江大庆市的杜尔伯特蒙古族自治县，所属地级行政是大庆市，全称大庆市，简称大庆。杜尔伯特蒙古族自治县全称杜尔伯特蒙古族自治县，简称杜尔伯特。,黑龙江,大庆市,大庆,杜尔伯特蒙古族自治县,杜尔伯特,,heilongjiang,daqingshi,daqing,du'erbote mengguzu zizhixian,du'erbote,黑龙江省,黑龙江,大庆市,大庆,daqingshi,Daqing,Heilongjiang
inner mongolia,inner mongolia,dorbod qi,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。dorbod qi指内蒙古自治区的杜尔伯特蒙古族自治县，所属地级行政区是大庆市，全称大庆市，简称大庆。杜尔伯特蒙古族自治县全称杜尔伯特蒙古族自治县，简称杜尔伯特,内蒙古自治区,大庆市,大庆,杜尔伯特蒙古族自治县,杜尔伯特,,neimengguzizhiqu,daqingshi,daqing,duerbote mengguzu zizhixian,duerbote,黑龙江省,黑龙江,大庆市,大庆,daqingshi,Daqing,Heilongjiang
heilongjiang,heilongjiang,sartu district,heilongjiang指黑龙江，无需修改。sartu district指黑龙江大庆市的萨尔图区，全称大庆市，简称大庆。萨尔图区全称萨尔图区，简称萨尔图,黑龙江,大庆市,大庆,萨尔图区,萨尔图,,heilongjiang,daqingshi,daqing,sa'er tuqu,sa'er tu,黑龙江省,黑龙江,大庆市,大庆,daqingshi,Daqing,Heilongjiang
shanxi,shanxi,yunzhou district,shanxi指山西，无需修改。yunzhou district指山西大同市的云州区，全称大同市，简称大同。云州区全称云州区，简称云州,山西,大同市,大同,云州区,云州,,shanxi,datongshi,datong,yunzhouqu,yunzhou,山西省,山西,大同市,大同,datongshi,Datong,Shanxi
guangdong,guangdong,dongguan,guangdong指广东，无需修改。dongguan指广东的东莞市，东莞市是地级市，全称东莞市，简称东莞。输入没有提供地区名，填充为null。,广东,东莞市,东莞,null,null,,guangdong,dongguanshi,dongguan,null,null,广东省,广东,东莞市,东莞,dongwanshi,Dongguan,Guangdong
