province_clean,zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin
xinjiang,xinjiang uygur,makit county,xinjiang uygur指新疆维吾尔自治区。makit county指新疆维吾尔自治区的麦盖提县，麦盖提县是县级行政区，所属地级行政区是喀什地区，全称喀什地区，简称喀什。麦盖提县的全称是麦盖提县，简称麦盖提，填充到区。,新疆维吾尔自治区,喀什地区,喀什,麦盖提县,麦盖提,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，喀什地区拼音kashi diqu，喀什拼音kashi，麦盖提县拼音maigaiti xian，麦盖提拼音maigaiti,xinjiangweiwuerzizhiqu,kashi diqu,kashi,maigaiti xian,maigaiti,新疆维吾尔自治区,新疆,喀什地区,喀什,kashidiqu,Kashgar,Xinjiang
shanxi,shanxi,gu county,shanxi是指山西。gu county指山西的古县，古县是县级行政区，所属地级行政区是临汾市，全称临汾市，简称临汾。古县的全称是古县，简称古县，填充到区。,山西,临汾市,临汾,古县,古县,山西拼音shanxi，临汾市拼音linfenshi，临汾拼音linfen，古县拼音guxian，古县拼音guxian,shanxi,linfenshi,linfen,guxian,guxian,山西省,山西,临汾市,临汾,linfenshi,Linfen,Shanxi
anhui,anhui,jin an district,anhui指安徽。jin an district指安徽六安的金安区，所属地级行政是六安市，全称六安市，简称六安。金安区全称金安区，简称金安,安徽,六安市,六安,金安区,金安,安徽拼音anhui，六安市拼音liuan shi，六安拼音liuan，金安区拼音jinanqu，金安拼音jinan,anhui,liuan shi,liuan,jinanqu,jinan,安徽省,安徽,六安市,六安,liuanshi,Luan,Anhui
anhui,anhui,jin an district,anhui指安徽。jin an district指安徽六安的金安区，所属地级行政是六安市，全称六安市，简称六安。金安区全称金安区，简称金安,安徽,六安市,六安,金安区,金安,安徽拼音anhui，六安市拼音liuan shi，六安拼音liuan，金安区拼音jinanqu，金安拼音jinan,anhui,liuan shi,liuan,jinanqu,jinan,安徽省,安徽,六安市,六安,liuanshi,Lu'an,Anhui
gansu,gansu,li county,gansu指甘肃。li county指甘肃的礼县，所属地级行政区是陇南市，全称陇南市，简称陇南。礼县全称礼县，简称礼，填充到区。,甘肃,陇南市,陇南,礼县,礼,甘肃拼音gansu，陇南市拼音longnanshi，陇南拼音longnan，礼县拼音lixian，礼拼音li,gansu,longnanshi,longnan,lixian,li,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu
henan,henan,shaoling district,henan指河南。shaoling district指河南漯河的召陵区，所属地级行政是漯河市，全称漯河市，简称漯河。召陵区的全称是召陵区，简称召陵,河南,漯河市,漯河,召陵区,召陵,河南拼音henan，漯河市拼音luoheshì，漯河拼音luohe，召陵区拼音zhaolingqu，召陵拼音zhaoling,henan,luoheshì,luohe,zhaolingqu,zhaoling,河南省,河南,漯河市,漯河,luoheshi,Luohe,Henan
fujian,fujian,nanjing,fujian指福建。nanjing指福建南平的延平区，所属地级行政是南平市，全称南平市，简称南平。延平区的全称是延平区，简称延平,福建,南平市,南平,延平区,延平,福建拼音fujian，南平市拼音nanpingshi，南平拼音nanping，延平区拼音yanpingqu，延平拼音yanping,fujian,nanpingshi,nanping,yanpingqu,yanping,福建省,福建,南平市,南平,nanpingshi,Nanping,Fujian
fujian,fujian,jin an district,fujian指福建。jin an district指福建泉州的晋安区，所属地级行政是泉州市，全称泉州市，简称泉州。晋安区全称晋安区，简称晋安,福建,泉州市,泉州,晋安区,晋安,福建拼音fujian，泉州市拼音quanzhoushi，泉州拼音quanzhou，晋安区拼音jinanqu，晋安拼音jinan,fujian,quanzhoushi,quanzhou,jinanqu,jinan,福建省,福建,泉州市,泉州,quanzhoushi,Quanzhou,Fujian
tibet,tibet,chanang county,tibet指西藏自治区。chanang county指西藏的错那县，错那县是县级行政区，所属地级行政区是山南市，全称山南市，简称山南。错那县全称错那县，简称错那，填充到区。,西藏自治区,山南市,山南,错那县,错那,西藏自治区拼音xizangzizhiqu，山南市拼音shannanshi，山南拼音shannan，错那县拼音cuonaixian，错那拼音cuona,xizangzizhiqu,shannanshi,shannan,cuonaixian,cuona,西藏自治区,西藏,山南地区,山南,shannandiqu,Shannan,Tibet
liaoning,liaoning,hunnan district,liaoning指辽宁。hunnan district指辽宁的浑南区，浑南区所属地级行政区是沈阳市，全称沈阳市，简称沈阳。浑南区全称浑南区，简称浑南,辽宁,沈阳市,沈阳,浑南区,浑南,辽宁拼音liaoning，沈阳市拼音shenyangshi，沈阳拼音shenyang，浑南区拼音hunannanqu，浑南拼音hunnan,liaoning,shenyangshi,shenyang,hunannanqu,hunnan,辽宁省,辽宁,沈阳市,沈阳,shenyangshi,Shenyang,Liaoning
hebei,hebei,jingxing mining district,hebei指河北。jingxing mining district指河北的井陉矿区，井陉矿区是县级行政区，所属地级行政区是石家庄市，全称石家庄市，简称石家庄。井陉矿区全称井陉矿区，简称井陉矿区，填充到区。,河北,石家庄市,石家庄,井陉矿区,井陉矿区,河北拼音hebei，石家庄市拼音shijiazhuangshi，石家庄拼音shijiazhuang，井陉矿区拼音jingxingkuangqu，井陉矿区拼音jingxingkuangqu,hebei,shijiazhuangshi,shijiazhuang,jingxingkuangqu,jingxingkuangqu,河北省,河北,石家庄市,石家庄,shijiazhuangshi,Shijiazhuang,Hebei
xinjiang,xinjiang uygur,hoboksar,xinjiang uygur指新疆维吾尔自治区。hoboksar指新疆维吾尔自治区的和布克赛尔蒙古自治县，所属地级行政区是塔城地区，全称塔城地区，简称塔城。和布克赛尔蒙古自治县的全称是和布克赛尔蒙古自治县，简称和布克赛尔,新疆维吾尔自治区,塔城地区,塔城,和布克赛尔蒙古自治县,和布克赛尔,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，塔城地区拼音tachengdiqu，塔城拼音tacheng，和布克赛尔蒙古自治县拼音hebukesaiermengguzizhixian，和布克赛尔拼音hebukesai'er,xinjiangweiwuerzizhiqu,tachengdiqu,tacheng,hebukesaiermengguzizhixian,hebukesai'er,新疆维吾尔自治区,新疆,塔城地区,塔城,tachengdiqu,Qoqek,Xinjiang
xinjiang,xinjiang uygur,usu,xinjiang uygur指新疆维吾尔自治区。usu指新疆维吾尔自治区的乌苏市，乌苏市是县级市，所属地级行政区是塔城地区，全称塔城地区，简称塔城。乌苏市的全称是乌苏市，简称乌苏，填充到区,新疆维吾尔自治区,塔城地区,塔城,乌苏市,乌苏,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，塔城地区拼音tachengdiqu，塔城拼音tacheng，乌苏市拼音wusushi，乌苏拼音wusu,xinjiangweiwuerzizhiqu,tachengdiqu,tacheng,wusushi,wusu,新疆维吾尔自治区,新疆,塔城地区,塔城,tachengdiqu,Qoqek,Xinjiang
jiangsu,jiangsu,shuangta district,jiangsu指江苏。shuangta district指江苏泰州的双塔楼区，所属地级行政是泰州市，全称泰州市，简称泰州。双塔楼区全称双塔楼区，简称双塔楼,江苏,泰州市,泰州,双塔楼区,双塔楼,江苏拼音jiangs u，泰州市拼音taizhoushi，泰州拼音taizhou，双塔楼区的双拼音shuang，楼拼音lou，塔拼音ta，区拼音qu，所以双塔楼区拼音shuangloutaqu，双塔楼拼音shuanglouta,jiangs u,taizhoushi,taizhou,shuangloutaqu,shuanglouta,江苏省,江苏,泰州市,泰州,taizhoushi,Taizhou,Jiangsu
jiangsu,jiangsu,shuangta district,jiangsu指江苏。shuangta district指江苏泰州的双塔楼区，所属地级行政是泰州市，全称泰州市，简称泰州。双塔楼区全称双塔楼区，简称双塔楼,江苏,泰州市,泰州,双塔楼区,双塔楼,江苏拼音jiangs u，泰州市拼音taizhoushi，泰州拼音taizhou，双塔楼区的双拼音shuang，楼拼音lou，塔拼音ta，区拼音qu，所以双塔楼区拼音shuangloutaqu，双塔楼拼音shuanglouta,jiangs u,taizhoushi,taizhou,shuangloutaqu,shuanglouta,浙江省,浙江,台州市,台州,taizhoushi,Taizhou,Zhejiang
tianjin,tianjin,wanghailou subdistrict,tianjin指天津。wanghailou subdistrict指天津的王顶堤街，所属地级行政区是天津市，全称天津市，简称天津。王顶堤街的全称是王顶堤街，简称王顶堤,天津,天津市,天津,王顶堤街,王顶堤,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，王顶堤街拼音wangdingdijie，王顶堤拼音wangdingdi,tianjin,tianjinshi,tianjin,wangdingdijie,wangdingdi,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin
tianjin,tianjin,zhangguizhuang subdistrict,tianjin指天津。zhangguizhuang subdistrict指天津的张贵庄街道，所属地级行政区是天津市，全称天津市，简称天津。张贵庄街道所在的区是东丽区，全称东丽区，简称东丽,天津,天津市,天津,东丽区,东丽,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，东丽区拼音dongliqu，东丽拼音dongli,tianjin,tianjinshi,tianjin,dongliqu,dongli,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin
tianjin,tianjin,xiaodian village,tianjin指天津。xiaodian village指天津北辰区的小淀镇，所属地级行政是天津市，全称天津市，简称天津。小淀镇全称小淀镇，简称小淀，填充到区。,天津,天津市,天津,小淀镇,小淀,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，小淀镇拼音xiaodianzhen，小淀拼音xiaodian,tianjin,tianjinshi,tianjin,xiaodianzhen,xiaodian,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin
tianjin,tianjin,wanghailou subdistrict,tianjin指天津。wanghailou subdistrict指天津的王顶堤街，所属地级行政区是天津市，全称天津市，简称天津。王顶堤街的全称是王顶堤街，简称王顶堤,天津,天津市,天津,王顶堤街,王顶堤,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，王顶堤街拼音wangdingdijie，王顶堤拼音wangdingdi,tianjin,tianjinshi,tianjin,wangdingdijie,wangdingdi,天津市,天津,天津市,天津,tianjinshi,TIANJINTIENTSIN,Tianjin
tianjin,tianjin,zhangguizhuang subdistrict,tianjin指天津。zhangguizhuang subdistrict指天津的张贵庄街道，所属地级行政区是天津市，全称天津市，简称天津。张贵庄街道所在的区是东丽区，全称东丽区，简称东丽,天津,天津市,天津,东丽区,东丽,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，东丽区拼音dongliqu，东丽拼音dongli,tianjin,tianjinshi,tianjin,dongliqu,dongli,天津市,天津,天津市,天津,tianjinshi,TIANJINTIENTSIN,Tianjin
tianjin,tianjin,xiaodian village,tianjin指天津。xiaodian village指天津北辰区的小淀镇，所属地级行政是天津市，全称天津市，简称天津。小淀镇全称小淀镇，简称小淀，填充到区。,天津,天津市,天津,小淀镇,小淀,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，小淀镇拼音xiaodianzhen，小淀拼音xiaodian,tianjin,tianjinshi,tianjin,xiaodianzhen,xiaodian,天津市,天津,天津市,天津,tianjinshi,TIANJINTIENTSIN,Tianjin
zhejiang,zhejiang,jinxiang,zhejiang指浙江。jinxiang指浙江温州的苍南县金乡镇，所属地级行政是温州市，全称温州市，简称温州。金乡镇全称金乡镇，简称金乡，填充到区。,浙江,温州市,温州,金乡镇,金乡,浙江拼音zhejiang，温州市拼音wenzhoushi，温州拼音wenzhou，金乡镇拼音jinxiangzhen，金乡拼音jinxiang,zhejiang,wenzhoushi,wenzhou,jinxiangzhen,jinxiang,浙江省,浙江,温州市,温州,wenzhoushi,Wenzhou,Zhejiang
xinjiang,xinjiang uygur,ürümqi county,xinjiang uygur指新疆维吾尔自治区。ürümqi county指新疆维吾尔自治区的乌鲁木齐县，乌鲁木齐县是县级行政区，所属地级行政区是乌鲁木齐市，全称乌鲁木齐市，简称乌市。乌鲁木齐县的全称是乌鲁木齐县，简称乌鲁木齐县，填充到区。,新疆维吾尔自治区,乌鲁木齐市,乌市,乌鲁木齐县,乌鲁木齐县,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，乌鲁木齐市拼音wulumuqishi，乌市拼音wushi，乌鲁木齐县拼音wulumuqi xian，乌鲁木齐县拼音wulumuqi xian,xinjiangweiwuerzizhiqu,wulumuqishi,wushi,wulumuqi xian,wulumuqi xian,新疆维吾尔自治区,新疆,乌鲁木齐市,乌鲁木齐,wulumuqishi,Urumqi,Xinjiang
shanxi,shaanxi,guodu town,shaanxi指陕西。guodu town指陕西的郭杜镇，所属地级行政区是西安市，全称西安市，简称西安。郭杜镇所属的区是长安区，全称长安区，简称长安，填充到区。,陕西,西安市,西安,长安区,长安,陕西拼音shanxi，西安市拼音xianshi，西安拼音xian，长安区拼音changanqu，长安拼音changan,shanxi,xianshi,xian,changanqu,changan,陕西省,陕西,西安市,西安,xianshi,Xi'an,Shaanxi
shanxi,shaanxi,guodu town,shaanxi指陕西。guodu town指陕西的郭杜镇，所属地级行政区是西安市，全称西安市，简称西安。郭杜镇所属的区是长安区，全称长安区，简称长安，填充到区。,陕西,西安市,西安,长安区,长安,陕西拼音shanxi，西安市拼音xianshi，西安拼音xian，长安区拼音changanqu，长安拼音changan,shanxi,xianshi,xian,changanqu,changan,陕西省,陕西,西安市,西安,xianshi,Xian,Shaanxi
shanxi,shaanxi,yuhuazhai subdistrict,shaanxi指陕西。yuhuazhai subdistrict指陕西西安的雨花寨街道，所属地级行政是西安市，全称西安市，简称西安。雨花寨街道的全称是雨花寨街道，简称雨花寨,陕西,西安市,西安,雨花寨街道,雨花寨,陕西拼音shanxi，西安市拼音xian，西安拼音xian，雨花寨街道拼音yuhuazhaijiedao，雨花寨拼音yuhuazhai,shanxi,xian,xian,yuhuazhaijiedao,yuhuazhai,陕西省,陕西,西安市,西安,xianshi,Xian,Shaanxi
inner mongolia,inner mongolia,ulanhot,inner mongolia指内蒙古自治区。ulanhot指内蒙古自治区乌兰浩特市，乌兰浩特市是县级市，所属地级行政区是兴安盟，全称兴安盟，简称兴安。乌兰浩特市的全称是乌兰浩特市，简称乌兰浩特，填充到区,内蒙古自治区,兴安盟,兴安,乌兰浩特市,乌兰浩特,内蒙古自治区拼音neimengguzizhiqu，兴安盟拼音xinganmeng，兴安拼音xingan，乌兰浩特市拼音wulanhaoteshi，乌兰浩特拼音wulanhaote,neimengguzizhiqu,xinganmeng,xingan,wulanhaoteshi,wulanhaote,内蒙古自治区,内蒙古,兴安盟,兴安盟,xinganmeng,Hinggan,Inner Mongolia
inner mongolia,inner mongolia,altan xire,inner mongolia是指内蒙古自治区。altan xire指内蒙古自治区的阿尔山市，阿尔山市是县级市，所属地级行政区是兴安盟，全称兴安盟，简称兴安。阿尔山市的全称是阿尔山市，简称阿尔山，填充到区。,内蒙古自治区,兴安盟,兴安,阿尔山市,阿尔山,内蒙古自治区拼音neimengguzizhiqu，兴安盟拼音xinganmeng，兴安拼音xingan，阿尔山市拼音aershanshi，阿尔山拼音aershan,neimengguzizhiqu,xinganmeng,xingan,aershanshi,aershan,内蒙古自治区,内蒙古,兴安盟,兴安盟,xinganmeng,Hinggan,Inner Mongolia
inner mongolia,inner mongolia,arxan,inner mongolia指内蒙古。arxan指内蒙古的阿尔山市，阿尔山市是县级市，所属地级行政区是兴安盟，全称兴安盟，简称兴安。阿尔山市的全称是阿尔山市，简称阿尔山，填充到区。,内蒙古,兴安盟,兴安,阿尔山市,阿尔山,内蒙古拼音neimenggu，兴安盟拼音xinganmeng，兴安拼音xingan，阿尔山市拼音aershanshi，阿尔山拼音aershan,neimenggu,xinganmeng,xingan,aershanshi,aershan,内蒙古自治区,内蒙古,兴安盟,兴安盟,xinganmeng,Hinggan,Inner Mongolia
